"","True_LR","Pair.Name","Ligand","Ligand.Name","Receptor","Receptor.Name","complex_pair","source","target","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","sources","references","curation_effort","n_references","n_resources","annotation_strategy"
"6753",FALSE,"Dkk2_Wnt9a","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt9a","Wnt family member 9A",NA,"Q9UBU2","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6754",FALSE,"Dkk4_Wnt9a","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt9a","Wnt family member 9A",NA,"Q9UBT3","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6755",FALSE,"Frzb_Wnt9a","Frzb","frizzled related protein","Wnt9a","Wnt family member 9A",NA,"Q92765","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6756",FALSE,"Draxin_Wnt9a","Draxin","dorsal inhibitory axon guidance protein","Wnt9a","Wnt family member 9A",NA,"Q8NBI3","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6757",FALSE,"Sost_Wnt9a","Sost","sclerostin","Wnt9a","Wnt family member 9A",NA,"Q9BQB4","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6758",FALSE,"Igfbp4_Wnt9a","Igfbp4","insulin like growth factor binding protein 4","Wnt9a","Wnt family member 9A",NA,"P22692","O14904",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6759",FALSE,"Cer1_Wnt9a","Cer1","cerberus 1, DAN family BMP antagonist","Wnt9a","Wnt family member 9A",NA,"O95813","O14904",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6760",FALSE,"Rspo3_Wnt9b","Rspo3","R-spondin 3","Wnt9b","Wnt family member 9B",NA,"Q9BXY4","O14905",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6761",FALSE,"Rspo1_Wnt9b","Rspo1","R-spondin 1","Wnt9b","Wnt family member 9B",NA,"Q2MKA7","O14905",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6762",FALSE,"Rspo4_Wnt9b","Rspo4","R-spondin 4","Wnt9b","Wnt family member 9B",NA,"Q2I0M5","O14905",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6763",FALSE,"Rspo2_Wnt9b","Rspo2","R-spondin 2","Wnt9b","Wnt family member 9B",NA,"Q6UXX9","O14905",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6764",FALSE,"Sfrp5_Wnt9b","Sfrp5","secreted frizzled related protein 5","Wnt9b","Wnt family member 9B",NA,"Q5T4F7","O14905",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6765",FALSE,"Sfrp2_Wnt9b","Sfrp2","secreted frizzled related protein 2","Wnt9b","Wnt family member 9B",NA,"Q96HF1","O14905",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6766",FALSE,"Dkk1_Wnt9b","Dkk1","dickkopf WNT signaling pathway inhibitor 1","Wnt9b","Wnt family member 9B",NA,"O94907","O14905",1,0,1,1,0,1,"ACSN;CellChatDB-cofactors","ACSN:11448771;ACSN:17804805;ACSN:22807036",3,3,2,"LR"
"6767",FALSE,"Sostdc1_Wnt9b","Sostdc1","sclerostin domain containing 1","Wnt9b","Wnt family member 9B",NA,"Q6X4U4","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6768",FALSE,"Notum_Wnt9b","Notum","notum, palmitoleoyl-protein carboxylesterase","Wnt9b","Wnt family member 9B",NA,"Q6P988","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6769",FALSE,"Serpinf1_Wnt9b","Serpinf1","serpin family F member 1","Wnt9b","Wnt family member 9B",NA,"P36955","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6770",FALSE,"Sfrp4_Wnt9b","Sfrp4","secreted frizzled related protein 4","Wnt9b","Wnt family member 9B",NA,"Q6FHJ7","O14905",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6771",FALSE,"Dkk2_Wnt9b","Dkk2","dickkopf WNT signaling pathway inhibitor 2","Wnt9b","Wnt family member 9B",NA,"Q9UBU2","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6772",FALSE,"Dkk4_Wnt9b","Dkk4","dickkopf WNT signaling pathway inhibitor 4","Wnt9b","Wnt family member 9B",NA,"Q9UBT3","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6773",FALSE,"Wif1_Wnt9b","Wif1","WNT inhibitory factor 1","Wnt9b","Wnt family member 9B",NA,"Q9Y5W5","O14905",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6774",FALSE,"Frzb_Wnt9b","Frzb","frizzled related protein","Wnt9b","Wnt family member 9B",NA,"Q92765","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6775",FALSE,"Draxin_Wnt9b","Draxin","dorsal inhibitory axon guidance protein","Wnt9b","Wnt family member 9B",NA,"Q8NBI3","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6776",FALSE,"Sost_Wnt9b","Sost","sclerostin","Wnt9b","Wnt family member 9B",NA,"Q9BQB4","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6777",FALSE,"Igfbp4_Wnt9b","Igfbp4","insulin like growth factor binding protein 4","Wnt9b","Wnt family member 9B",NA,"P22692","O14905",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6778",FALSE,"Cer1_Wnt9b","Cer1","cerberus 1, DAN family BMP antagonist","Wnt9b","Wnt family member 9B",NA,"O95813","O14905",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6779",FALSE,"Ror2_Fzd1","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd1","frizzled class receptor 1",NA,"Q01974","Q9UP38",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6780",FALSE,"Ryk_Fzd1","Ryk","receptor like tyrosine kinase","Fzd1","frizzled class receptor 1",NA,"P34925","Q9UP38",1,1,0,1,1,0,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6781",FALSE,"Ror1_Fzd1","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd1","frizzled class receptor 1",NA,"Q01973","Q9UP38",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6782",FALSE,"Ror2_Fzd10","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd10","frizzled class receptor 10",NA,"Q01974","Q9ULW2",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6783",FALSE,"Ryk_Fzd10","Ryk","receptor like tyrosine kinase","Fzd10","frizzled class receptor 10",NA,"P34925","Q9ULW2",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6784",FALSE,"Ror1_Fzd10","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd10","frizzled class receptor 10",NA,"Q01973","Q9ULW2",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6785",FALSE,"Ryk_Fzd2","Ryk","receptor like tyrosine kinase","Fzd2","frizzled class receptor 2",NA,"P34925","Q14332",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6786",FALSE,"Ror1_Fzd2","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd2","frizzled class receptor 2",NA,"Q01973","Q14332",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6787",FALSE,"Ror2_Fzd3","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd3","frizzled class receptor 3",NA,"Q01974","Q9NPG1",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6788",FALSE,"Ryk_Fzd3","Ryk","receptor like tyrosine kinase","Fzd3","frizzled class receptor 3",NA,"P34925","Q9NPG1",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6789",FALSE,"Ror1_Fzd3","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd3","frizzled class receptor 3",NA,"Q01973","Q9NPG1",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6790",FALSE,"Ror2_Fzd4","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd4","frizzled class receptor 4",NA,"Q01974","Q9ULV1",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6791",FALSE,"Ryk_Fzd4","Ryk","receptor like tyrosine kinase","Fzd4","frizzled class receptor 4",NA,"P34925","Q9ULV1",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6792",FALSE,"Ror1_Fzd4","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd4","frizzled class receptor 4",NA,"Q01973","Q9ULV1",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6793",FALSE,"Ryk_Fzd5","Ryk","receptor like tyrosine kinase","Fzd5","frizzled class receptor 5",NA,"P34925","Q13467",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6794",FALSE,"Ror1_Fzd5","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd5","frizzled class receptor 5",NA,"Q01973","Q13467",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6795",FALSE,"Ror2_Fzd6","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd6","frizzled class receptor 6",NA,"Q01974","O60353",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6796",FALSE,"Ryk_Fzd6","Ryk","receptor like tyrosine kinase","Fzd6","frizzled class receptor 6",NA,"P34925","O60353",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6797",FALSE,"Ror1_Fzd6","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd6","frizzled class receptor 6",NA,"Q01973","O60353",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6798",FALSE,"Ror2_Fzd7","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd7","frizzled class receptor 7",NA,"Q01974","O75084",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6799",FALSE,"Ryk_Fzd7","Ryk","receptor like tyrosine kinase","Fzd7","frizzled class receptor 7",NA,"P34925","O75084",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6800",FALSE,"Ror1_Fzd7","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd7","frizzled class receptor 7",NA,"Q01973","O75084",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6801",FALSE,"Ror2_Fzd8","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd8","frizzled class receptor 8",NA,"Q01974","Q9H461",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6802",FALSE,"Ror1_Fzd8","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd8","frizzled class receptor 8",NA,"Q01973","Q9H461",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6803",FALSE,"Ror2_Fzd9","Ror2","receptor tyrosine kinase like orphan receptor 2","Fzd9","frizzled class receptor 9",NA,"Q01974","O00144",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6804",FALSE,"Ryk_Fzd9","Ryk","receptor like tyrosine kinase","Fzd9","frizzled class receptor 9",NA,"P34925","O00144",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6805",FALSE,"Ror1_Fzd9","Ror1","receptor tyrosine kinase like orphan receptor 1","Fzd9","frizzled class receptor 9",NA,"Q01973","O00144",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6806",FALSE,"Il17rd_Fgfr2","Il17rd","interleukin 17 receptor D","Fgfr2","fibroblast growth factor receptor 2",NA,"Q8NFM7","P21802",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6807",FALSE,"Il17rd_Fgfr3","Il17rd","interleukin 17 receptor D","Fgfr3","fibroblast growth factor receptor 3",NA,"Q8NFM7","P22607",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6808",FALSE,"Il17rd_Fgfr4","Il17rd","interleukin 17 receptor D","Fgfr4","fibroblast growth factor receptor 4",NA,"Q8NFM7","P22455",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6809",FALSE,"Klb_Fgfr2","Klb","klotho beta","Fgfr2","fibroblast growth factor receptor 2",NA,"Q86Z14","P21802",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6810",FALSE,"Klb_Fgfr3","Klb","klotho beta","Fgfr3","fibroblast growth factor receptor 3",NA,"Q86Z14","P22607",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6811",FALSE,"Klb_Fgfr4","Klb","klotho beta","Fgfr4","fibroblast growth factor receptor 4",NA,"Q86Z14","P22455",1,1,0,1,1,0,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6812",FALSE,"Sparc_Pdgfc","Sparc","secreted protein acidic and cysteine rich","Pdgfc","platelet derived growth factor C",NA,"P09486","Q9NRA1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6813",FALSE,"Sparc_Pdgfd","Sparc","secreted protein acidic and cysteine rich","Pdgfd","platelet derived growth factor D",NA,"P09486","Q9GZP0",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6814",FALSE,"Igfbp1_Igfl3","Igfbp1","insulin like growth factor binding protein 1","Igfl3","IGF like family member 3",NA,"P08833","Q6UXB1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6815",FALSE,"Igfbp2_Igfl3","Igfbp2","insulin like growth factor binding protein 2","Igfl3","IGF like family member 3",NA,"P18065","Q6UXB1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6816",FALSE,"Igfbp5_Igfl3","Igfbp5","insulin like growth factor binding protein 5","Igfl3","IGF like family member 3",NA,"P24593","Q6UXB1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6817",FALSE,"Igfbp3_Igfl3","Igfbp3","insulin like growth factor binding protein 3","Igfl3","IGF like family member 3",NA,"P17936","Q6UXB1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6818",FALSE,"Igfbp4_Igfl3","Igfbp4","insulin like growth factor binding protein 4","Igfl3","IGF like family member 3",NA,"P22692","Q6UXB1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6819",FALSE,"Igfbp6_Igfl3","Igfbp6","insulin like growth factor binding protein 6","Igfl3","IGF like family member 3",NA,"P24592","Q6UXB1",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6820",FALSE,"Il1rn_Il1a","Il1rn","interleukin 1 receptor antagonist","Il1a","interleukin 1 alpha",NA,"P18510","P01583",1,0,1,1,0,1,"CellChatDB-cofactors;Wang",NA,0,0,2,"LR"
"6821",FALSE,"Leap2_Ghrl","Leap2","liver enriched antimicrobial peptide 2","Ghrl","ghrelin and obestatin prepropeptide",NA,"Q969E1","Q9UBU3",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6822",FALSE,"Agrp_Pomc","Agrp","agouti related neuropeptide","Pomc","proopiomelanocortin",NA,"O00253","P01189",1,0,1,1,0,1,"CellChatDB-cofactors",NA,0,0,1,"LR"
"6823",FALSE,"Hpgds_Ptgdr2","Hpgds","hematopoietic prostaglandin D synthase","Ptgdr2","prostaglandin D2 receptor 2",NA,"O60760","Q9Y5Y4",1,1,0,1,1,0,"HPMR;Wang","HPMR:12895599",1,1,2,"curated"
"6824",FALSE,"Lama5_Cd151","Lama5","laminin subunit alpha 5","Cd151","CD151 molecule (Raph blood group)",NA,"O15230","P48509",1,1,0,1,1,0,"HPMR;Wang","HPMR:10842354;HPMR:15677332",2,2,2,"curated"
"6825",FALSE,"Lamb1_Cd151","Lamb1","laminin subunit beta 1","Cd151","CD151 molecule (Raph blood group)",NA,"P07942","P48509",1,1,0,1,1,0,"HPMR;Wang","HPMR:10842354;HPMR:15677332",2,2,2,"curated"
"6826",FALSE,"Maml2_Notch2","Maml2","mastermind like transcriptional coactivator 2","Notch2","notch receptor 2",NA,"Q8IZL2","Q04721",1,1,0,1,1,0,"HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499",4,2,4,"curated"
"6827",FALSE,"Maml2_Notch3","Maml2","mastermind like transcriptional coactivator 2","Notch3","notch receptor 3",NA,"Q8IZL2","Q9UM47",1,1,0,1,1,0,"HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499",4,2,4,"curated"
"6828",FALSE,"Maml2_Notch1","Maml2","mastermind like transcriptional coactivator 2","Notch1","notch receptor 1",NA,"Q8IZL2","P46531",1,1,0,1,1,0,"HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499",4,2,4,"curated"
"6829",FALSE,"Maml2_Notch4","Maml2","mastermind like transcriptional coactivator 2","Notch4","notch receptor 4",NA,"Q8IZL2","Q99466",1,1,0,1,1,0,"HPRD;NetPath;SignaLink3;Wang","HPRD:12370315;NetPath:12370315;SignaLink3:12370315;SignaLink3:23331499",4,2,4,"curated"
"6830",FALSE,"Gdf11_Actr2","Gdf11","growth differentiation factor 11","Actr2","actin related protein 2",NA,"O95390","P61160",1,1,0,1,1,0,"SIGNOR;SignaLink3","SIGNOR:16446785;SignaLink3:16446785;SignaLink3:23331499",3,2,2,"curated"
"6831",FALSE,"Gdf1_Actr2","Gdf1","growth differentiation factor 1","Actr2","actin related protein 2",NA,"P27539","P61160",1,1,0,1,1,0,"SignaLink3","SignaLink3:16446785;SignaLink3:23331499",2,2,1,"curated"
"6832",FALSE,"Inhba_Actr2","Inhba","inhibin subunit beta A","Actr2","actin related protein 2",NA,"P08476","P61160",1,1,0,1,1,0,"SignaLink3","SignaLink3:16446785;SignaLink3:23331499",2,2,1,"curated"
"6833",FALSE,"Bmp7_Actr2","Bmp7","bone morphogenetic protein 7","Actr2","actin related protein 2",NA,"P18075","P61160",1,1,0,1,1,0,"SIGNOR;SignaLink3","SIGNOR:16446785;SignaLink3:16446785;SignaLink3:23331499",3,2,2,"curated"
"6834",FALSE,"Bmp2_Actr2","Bmp2","bone morphogenetic protein 2","Actr2","actin related protein 2",NA,"P12643","P61160",1,1,0,1,1,0,"SignaLink3","SignaLink3:16446785;SignaLink3:23331499",2,2,1,"curated"
"6835",FALSE,"Bmp15_Actr2","Bmp15","bone morphogenetic protein 15","Actr2","actin related protein 2",NA,"O95972","P61160",1,1,0,1,1,0,"SignaLink3","SignaLink3:16446785;SignaLink3:23331499",2,2,1,"curated"
"6836",FALSE,"Fgg_Itga2b","Fgg","fibrinogen gamma chain","Itga2b","integrin subunit alpha 2b","FGG_ITGA2B_ITGB3","P02679","COMPLEX:P05106_P08514",1,0,0,0,0,0,"Baccin2019","Baccin2019:16988024",1,1,1,"LR"
"6837",FALSE,"Fgg_Itgb3","Fgg","fibrinogen gamma chain","Itgb3","integrin subunit beta 3","FGG_ITGA2B_ITGB3","P02679","COMPLEX:P05106_P08514",1,0,0,0,0,0,"Baccin2019","Baccin2019:16988024",1,1,1,"LR"
"6838",FALSE,"Cdh1_Itgae","Cdh1","cadherin 1","Itgae","integrin subunit alpha E","CDH1_ITGAE_ITGB7","P12830","COMPLEX:P26010_P38570",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker;SIGNOR","Baccin2019:12392763;CellChatDB:9425167;Cellinker:10837471;Cellinker:12434297;Cellinker:7969453;Cellinker:9425167;SIGNOR:7969453",7,5,5,"both"
"6839",FALSE,"Cdh1_Itgb7","Cdh1","cadherin 1","Itgb7","integrin subunit beta 7","CDH1_ITGAE_ITGB7","P12830","COMPLEX:P26010_P38570",1,1,0,1,1,0,"Baccin2019;CellChatDB;CellPhoneDB;Cellinker;HPMR_Cellinker;SIGNOR","Baccin2019:12392763;CellChatDB:9425167;Cellinker:10837471;Cellinker:12434297;Cellinker:7969453;Cellinker:9425167;SIGNOR:7969453",7,5,5,"both"
"6840",FALSE,"Bmpr2_Acvr1","Bmpr2","bone morphogenetic protein receptor type 2","Acvr1","activin A receptor type 1","BMP7_ACVR1_BMPR2","P18075","COMPLEX:Q04771_Q13873",1,1,0,1,1,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET;SIGNOR","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:12297674;Cellinker:26893264;Cellinker:27252362;Cellinker:8006002;ICELLNET:27481709;SIGNOR:11282024",8,7,5,"both"
"6841",FALSE,"Amhr2_Acvr1","Amhr2","anti-Mullerian hormone receptor type 2","Acvr1","activin A receptor type 1","AMH_ACVR1_AMHR2","P03971","COMPLEX:Q04771_Q16671",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellPhoneDB:22710174;Cellinker:31683698;ICELLNET:32333774",3,3,4,"both"
"6842",FALSE,"Acvr2b_Acvrl1","Acvr2b","activin A receptor type 2B","Acvrl1","activin A receptor like type 1","BMP10_ACVR2B_ACVRL1","O95393","COMPLEX:P37023_Q13705",1,0,0,0,0,0,"ICELLNET","ICELLNET:17878607",1,1,1,"both"
"6843",FALSE,"Acvr2b_Bmpr1a","Acvr2b","activin A receptor type 2B","Bmpr1a","bone morphogenetic protein receptor type 1A","BMP2_ACVR2B_BMPR1A","P12643","COMPLEX:P36894_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:18436533",3,3,3,"both"
"6844",FALSE,"Acvr2b_Bmpr1b","Acvr2b","activin A receptor type 2B","Bmpr1b","bone morphogenetic protein receptor type 1B","BMP2_ACVR2B_BMPR1B","P12643","COMPLEX:O00238_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:15064755;Cellinker:26893264;Cellinker:27252362;ICELLNET:18436533",6,5,4,"both"
"6845",FALSE,"Acvr2a_Acvr1","Acvr2a","activin A receptor type 2A","Acvr1","activin A receptor type 1","BMP5_ACVR1_ACVR2A","P22003","COMPLEX:P27037_Q04771",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"6846",FALSE,"Acvr2b_Acvr1","Acvr2b","activin A receptor type 2B","Acvr1","activin A receptor type 1","BMP5_ACVR1_ACVR2B","P22003","COMPLEX:Q04771_Q13705",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:26893264;CellPhoneDB:22710174;ICELLNET:27481709",3,3,3,"both"
"6847",FALSE,"Crlf1_Cntfr","Crlf1","cytokine receptor like factor 1","Cntfr","ciliary neurotrophic factor receptor","CLCF1_CRLF1_CNTFR_IL6ST","COMPLEX:O75462_Q9UBD9","COMPLEX:P26992_P40189",1,0,0,0,0,0,"ICELLNET","ICELLNET:7852997",1,1,1,"both"
"6848",FALSE,"Crlf1_Il6st","Crlf1","cytokine receptor like factor 1","Il6st","interleukin 6 cytokine family signal transducer","CLCF1_CRLF1_CNTFR_IL6ST","COMPLEX:O75462_Q9UBD9","COMPLEX:P26992_P40189",1,0,0,0,0,0,"ICELLNET","ICELLNET:7852997",1,1,1,"both"
"6849",FALSE,"Lifr_Il6st","Lifr","LIF receptor subunit alpha","Il6st","interleukin 6 cytokine family signal transducer","CNTF_IL6ST_LIFR","P26441","COMPLEX:P40189_P42702",1,0,0,0,0,0,"ICELLNET","ICELLNET:9143707",1,1,1,"both"
"6850",FALSE,"Acvr2a_Acvr1b","Acvr2a","activin A receptor type 2A","Acvr1b","activin A receptor type 1B","GDF1_ACVR1B_ACVR2A","P27539","COMPLEX:P27037_P36896",1,0,0,0,0,0,"ICELLNET","ICELLNET:22710174;ICELLNET:27481709",2,2,1,"both"
"6851",FALSE,"Acvr2b_Acvr1b","Acvr2b","activin A receptor type 2B","Acvr1b","activin A receptor type 1B","GDF1_ACVR1B_ACVR2B","P27539","COMPLEX:P36896_Q13705",1,0,0,0,0,0,"CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellPhoneDB:22710174;Cellinker:17287255;ICELLNET:22710174;ICELLNET:27481709",4,3,3,"both"
"6852",FALSE,"Acvr2b_Acvr1c","Acvr2b","activin A receptor type 2B","Acvr1c","activin A receptor type 1C","GDF1_ACVR1C_ACVR2B","P27539","COMPLEX:Q13705_Q8NER5",1,0,0,0,0,0,"Cellinker;ICELLNET","Cellinker:17287255;ICELLNET:22710174;ICELLNET:27481709",3,3,2,"both"
"6853",FALSE,"Tgfbr1_Bmpr2","Tgfbr1","transforming growth factor beta receptor 1","Bmpr2","bone morphogenetic protein receptor type 2","GDF9_BMPR2_TGFBR1","O60383","COMPLEX:P36897_Q13873",1,0,0,0,0,0,"CellPhoneDB;ICELLNET","CellPhoneDB:22710174;ICELLNET:12135884;ICELLNET:1468485",3,3,2,"both"
"6854",FALSE,"Ret_Gfra1","Ret","ret proto-oncogene","Gfra1","GDNF family receptor alpha 1","GDNF_GFRA1_RET","P39905","COMPLEX:P07949_P56159",1,0,0,0,0,0,"CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:11544105;ICELLNET:25242331",2,2,3,"both"
"6855",FALSE,"Ret_Gfra2","Ret","ret proto-oncogene","Gfra2","GDNF family receptor alpha 2","GDNF_GFRA2_RET","P39905","COMPLEX:O00451_P07949",1,0,0,0,0,0,"ICELLNET","ICELLNET:9182803",1,1,1,"both"
"6856",FALSE,"Il10rb_Ifnlr1","Il10rb","interleukin 10 receptor subunit beta","Ifnlr1","interferon lambda receptor 1","IFNL1_IFNLR1_IL10RB","Q8IU54","COMPLEX:Q08334_Q8IU57",1,0,0,0,0,0,"CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellPhoneDB:9208871;Cellinker:12469119;ICELLNET:12469119",3,2,3,"both"
